id_avis,date,source,produit,texte,sentiment,note,langue
AV0484,2026-07-17,web,SmartWatch Pro,LA QUALITÉ EST CORRECTE SANS ÊTRE EXCEPTIONNELLE.,neutre,3,fr
AV0485,2026-03-09,réseaux_sociaux,Ordinateur NovaBook,"JE VIENS DE RECEVOIR LE PRODUIT, À VOIR DANS LE TEMPS.",neutre,3,fr
AV0486,2026-01-15,sav,Tablette TabPlus,"@client Produit parfait, rien à signaler.",positif,5,fr
AV0487,2026-08-17,réseaux_sociaux,Ordinateur NovaBook,"TRÈS BONNE EXPÉRIENCE, SIMPLE ET EFFICACE.",positif,5,fr
AV0488,2026-01-01,web,SmartPhone X,La qualité est correcte sans être exceptionnelle.,neutre,3,fr
AV0489,2026-08-24,mobile,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe. #avis,positif,5,fr
AV0490,2026-03-24,mobile,Écouteurs AirSound,Le  service  client  n'a  pas  répondu  à  ma  demande.,negatif,1,fr
AV0491,2026-05-27,email,SmartPhone X,LE PRODUIT NE FONCTIONNE DÉJÀ PLUS.,negatif,2,fr
AV0492,2026-07-25,réseaux_sociaux,SmartPhone X,Livraison  rapide  et  produit  conforme  à  mes  attentes.,positif,4,fr
AV0493,2026-07-18,email,SmartWatch Pro,Qualité décevante pour ce prix. 😊,negatif,1,fr
AV0494,2026-02-21,email,Tablette TabPlus,"@client Produit excellent, je suis très satisfait.",positif,5,fr
AV0495,2026-04-29,email,Tablette TabPlus,"Je  viens  de  recevoir  le  produit,  à  voir  dans  le  temps.",neutre,4,fr
AV0496,2026-01-02,sav,SmartPhone X,La livraison a été très longue. !!!,negatif,1,fr
AV0497,2026-01-01,sav,Ordinateur NovaBook,"@client Produit excellent, je suis très satisfait.",positif,5,fr
AV0498,2026-03-02,sav,Écouteurs AirSound,La livraison s'est déroulée normalement.,neutre,3,fr
AV0499,2026-01-12,mobile,Tablette TabPlus,LE PRODUIT NE FONCTIONNE DÉJÀ PLUS.,negatif,1,fr
AV0500,2026-05-29,web,Tablette TabPlus,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,5,fr
AV0501,2026-04-22,mobile,SmartPhone Y,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0502,2026-03-23,sav,SmartWatch Pro,@client Service client réactif et commande reçue rapidement.,positif,5,fr
AV0503,2026-02-09,web,SmartPhone Y,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,5,fr
AV0504,2026-05-18,email,SmartPhone Y,SERVICE CLIENT RÉACTIF ET COMMANDE REÇUE RAPIDEMENT.,positif,5,fr
AV0505,2026-01-24,mobile,Ordinateur NovaBook,"TRÈS BONNE EXPÉRIENCE, SIMPLE ET EFFICACE.",positif,5,fr
AV0506,2026-02-07,web,Ordinateur NovaBook,"@client Je recommande vivement, tout fonctionne parfaitement.",positif,4,fr
AV0507,2026-01-13,email,SmartWatch Pro,Service client réactif et commande reçue rapidement.,positif,5,fr
AV0508,2026-08-07,sav,Tablette TabPlus,Le produit correspond globalement à la description. #avis,neutre,3,fr
AV0509,2026-01-27,mobile,SmartPhone X,Le produit correspond globalement à la description. https://example.com/commande/509,neutre,3,fr
AV0510,2026-07-30,sav,SmartWatch Pro,Livraison  rapide  et  produit  conforme  à  mes  attentes.,positif,5,fr
AV0511,2026-08-23,web,SmartPhone X,Le produit correspond globalement à la description. 😊,neutre,4,fr
AV0512,2026-01-24,email,SmartPhone X,Qualité décevante pour ce prix. !!!,negatif,1,fr
AV0513,2026-08-25,réseaux_sociaux,Écouteurs AirSound,"Produit excellent, je suis très satisfait. !!!",positif,5,fr
AV0514,2026-04-08,sav,SmartPhone Y,L'utilisation est assez simple.,neutre,3,fr
AV0515,2026-04-25,mobile,SmartPhone X,"Très bonne expérience, simple et efficace. 😊",positif,5,fr
AV0516,2026-04-16,réseaux_sociaux,Écouteurs AirSound,"Très bonne expérience, simple et efficace. https://example.com/commande/516",positif,5,fr
AV0517,2026-04-18,mobile,Ordinateur NovaBook,Service client réactif et commande reçue rapidement. !!!,positif,5,fr
AV0518,2026-07-23,web,Écouteurs AirSound,La livraison a été trèèès longue.,negatif,2,fr
AV0519,2026-07-20,sav,SmartWatch Pro,L'utilisation est assez simple.,neutre,3,fr
AV0520,2026-03-11,mobile,SmartPhone X,"Mauvaise expérience, je ne recommande pas. #avis",negatif,2,fr
AV0521,2026-01-15,sav,Tablette TabPlus,"Produit excellent, je suis très satisfait. 😊",positif,5,fr
AV0522,2026-03-05,mobile,SmartWatch Pro,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,5,fr
AV0523,2026-04-01,mobile,SmartPhone Y,"Je recommande vivement, tout fonctionne parfaitement. #avis",positif,4,fr
AV0524,2026-06-30,email,Tablette TabPlus,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0525,2026-03-21,mobile,Écouteurs AirSound,Excellent rapport qualité-prix.,positif,5,fr
AV0526,2026-01-06,réseaux_sociaux,Écouteurs AirSound,"Je  recommande  vivement,  tout  fonctionne  parfaitement.",positif,4,fr
AV0527,2026-07-03,mobile,SmartWatch Pro,@client Livraison rapide et produit conforme à mes attentes.,positif,5,fr
AV0528,2026-07-18,web,Tablette TabPlus,Très satisfait de mon achat 👍 !!!,positif,5,fr
AV0529,2026-05-31,web,SmartWatch Pro,"Mauvaise expérience, je ne recommande pas. #avis",negatif,1,fr
AV0530,2026-07-22,sav,Ordinateur NovaBook,Livraison rapide et produit conforme à mes attentes. #avis,positif,5,fr
AV0531,2026-04-07,email,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement. !!!",positif,5,fr
AV0532,2026-06-29,réseaux_sociaux,Écouteurs AirSound,La livraison s'est déroulée normalement.,neutre,3,fr
AV0533,2026-06-04,email,Tablette TabPlus,Très déçu par ce produit. !!!,negatif,2,fr
AV0534,2026-03-26,web,SmartPhone Y,Excellent rapport qualité-prix. !!!,positif,4,fr
AV0535,2026-07-30,email,Écouteurs AirSound,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,5,fr
AV0536,2026-03-31,email,SmartPhone X,"JE RECOMMANDE VIVEMENT, TOUT FONCTIONNE PARFAITEMENT.",positif,5,fr
AV0537,2026-07-07,sav,SmartPhone Y,L'utilisation est assez simple. https://example.com/commande/537,neutre,3,fr
AV0538,2026-05-20,sav,SmartPhone X,@client Le service client n'a pas répondu à ma demande.,negatif,2,fr
AV0539,2026-02-11,sav,SmartPhone X,La  qualité  est  correcte  sans  être  exceptionnelle.,neutre,4,fr
AV0540,2026-03-23,email,SmartPhone X,Produit correct pour son prix.,neutre,3,fr
AV0541,2026-07-07,web,Tablette TabPlus,Service client réactif et commande reçue rapidement. !!!,positif,5,fr
AV0542,2026-06-30,web,Écouteurs AirSound,"Mauvaise expérience, je ne recommande pas. https://example.com/commande/542",negatif,1,fr
AV0543,2026-01-14,web,SmartWatch Pro,Le service client n'a pas répondu à ma demande. !!!,negatif,1,fr
AV0544,2026-07-04,réseaux_sociaux,SmartWatch Pro,Service client réactif et commande reçue rapidement.,positif,5,fr
AV0545,2026-01-13,sav,Tablette TabPlus,LA LIVRAISON S'EST DÉROULÉE NORMALEMENT.,neutre,3,fr
AV0546,2026-04-03,web,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes.,positif,5,fr
AV0547,2026-01-07,mobile,SmartPhone Y,"JE RECOMMANDE VIVEMENT, TOUT FONCTIONNE PARFAITEMENT.",positif,5,fr
AV0548,2026-03-20,sav,Écouteurs AirSound,EXCELLENT RAPPORT QUALITÉ-PRIX.,positif,4,fr
AV0549,2026-04-10,mobile,SmartWatch Pro,"Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0550,2026-01-12,email,Écouteurs AirSound,"Produit reçu endommagé, je suis mécontent. https://example.com/commande/550",negatif,2,fr
AV0551,2026-02-08,web,SmartPhone X,"Très bonne expérience, simple et efficace.",positif,5,fr
AV0552,2026-05-22,web,Écouteurs AirSound,L'utilisation  est  assez  simple.,neutre,4,fr
AV0553,2026-05-27,mobile,Écouteurs AirSound,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/553",neutre,3,fr
AV0554,2026-05-27,réseaux_sociaux,Tablette TabPlus,"Produit excellent, je suis trèèès satisfait.",positif,5,fr
AV0555,2026-07-13,sav,SmartPhone Y,Pas bon,neutre,4,fr
AV0556,2026-02-02,web,Écouteurs AirSound,La  livraison  a  été  très  longue.,negatif,1,fr
AV0557,2026-08-02,réseaux_sociaux,SmartWatch Pro,"Je recommande vivement, tout fonctionne parfaitement. !!!",positif,5,fr
AV0558,2026-05-23,sav,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous. #avis",positif,4,fr
AV0559,2026-08-23,web,Ordinateur NovaBook,"Produit parfait, rien à signaler. https://example.com/commande/559",positif,5,fr
AV0560,2026-02-08,mobile,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous. #avis",positif,5,fr
AV0561,2026-07-21,email,Tablette TabPlus,"TRÈS BON PRODUIT, LA QUALITÉ EST AU RENDEZ-VOUS.",positif,4,fr
AV0562,2026-06-17,sav,Tablette TabPlus,Le produit ne fonctionne déjà plus. #avis,negatif,2,fr
AV0563,2026-04-14,mobile,Tablette TabPlus,Livraison rapide et produit conforme à mes attentes. 😊,positif,4,fr
AV0564,2026-08-16,email,Ordinateur NovaBook,"Produit excellent, je suis très satisfait. #avis",positif,5,fr
AV0565,2026-01-06,email,SmartWatch Pro,"@client Très bonne expérience, simple et efficace.",positif,5,fr
AV0566,2026-02-04,email,Ordinateur NovaBook,"Très  bon  produit,  la  qualité  est  au  rendez-vous.",positif,5,fr
AV0567,2026-06-04,web,SmartPhone Y,"Très bonne expérience, simple et efficace. #avis",positif,5,fr
AV0568,2026-08-11,email,SmartPhone X,Excellent rapport qualité-prix.,positif,5,fr
AV0569,2026-07-01,réseaux_sociaux,Écouteurs AirSound,"Très bon produit, la qualité est au rendez-vous. 😊",positif,5,fr
AV0570,2026-08-13,mobile,SmartPhone X,Livraison  rapide  et  produit  conforme  à  mes  attentes.,positif,4,fr
AV0571,2026-06-30,mobile,SmartWatch Pro,"@client Produit excellent, je suis très satisfait.",positif,5,fr
AV0572,2026-06-12,web,Ordinateur NovaBook,"Produit parfait, rien à signaler. #avis",positif,5,fr
AV0573,2026-02-15,sav,Tablette TabPlus,Excellent rapport qualité-prix. https://example.com/commande/573,positif,5,fr
AV0574,2026-07-11,web,SmartWatch Pro,Livraison rapide et produit conforme à mes attentes. 😊,positif,5,fr
AV0575,2026-08-08,mobile,Ordinateur NovaBook,Livraison  rapide  et  produit  conforme  à  mes  attentes.,positif,4,fr
AV0576,2026-05-12,web,Ordinateur NovaBook,"Très bonne expérience, simple et efficace. #avis",positif,5,fr
AV0577,2026-02-27,email,Tablette TabPlus,Livraison rapide et produit conforme à mes attentes.,positif,5,fr
AV0578,2026-04-19,sav,SmartWatch Pro,La qualité est correcte sans être exceptionnelle. 😊,neutre,3,fr
AV0579,2026-06-23,réseaux_sociaux,Tablette TabPlus,Excellent rapport qualité-prix. 😊,positif,5,fr
AV0580,2026-06-19,email,Tablette TabPlus,"Produit excellent, je suis trèèès satisfait.",positif,4,fr
AV0581,2026-05-04,web,SmartWatch Pro,"TRÈS BONNE EXPÉRIENCE, SIMPLE ET EFFICACE.",positif,5,fr
AV0582,2026-03-08,email,SmartPhone Y,"Mauvaise expérience, je ne recommande pas. 😊",negatif,2,fr
AV0583,2026-06-19,email,Ordinateur NovaBook,"Produit excellent, je suis très satisfait. #avis",positif,5,fr
AV0584,2026-03-08,sav,Écouteurs AirSound,Excellent rapport qualité-prix. 😊,positif,4,fr
AV0585,2026-03-29,mobile,Ordinateur NovaBook,Très  satisfait  de  mon  achat  👍,positif,4,fr
AV0586,2026-03-18,mobile,Ordinateur NovaBook,La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0587,2026-05-01,mobile,Ordinateur NovaBook,LE PRODUIT NE FONCTIONNE DÉJÀ PLUS.,negatif,1,fr
AV0588,2026-02-26,email,SmartPhone Y,LA BATTERIE TIENT VRAIMENT BIEN ET L'ÉCRAN EST SUPERBE.,positif,5,fr
AV0589,2026-04-06,email,Tablette TabPlus,@client L'utilisation est assez simple.,neutre,3,fr
AV0590,2026-08-10,réseaux_sociaux,Tablette TabPlus,Excellent rapport qualité-prix.,positif,4,fr
AV0591,2026-05-09,web,Ordinateur NovaBook,Qualité  décevante  pour  ce  prix.,negatif,1,fr
AV0592,2026-08-11,mobile,SmartPhone Y,Service client réactif et commande reçue rapidement.,positif,5,fr
AV0593,2026-02-06,email,Ordinateur NovaBook,Le service client n'a pas répondu à ma demande. https://example.com/commande/593,negatif,2,fr
AV0594,2026-06-11,mobile,SmartWatch Pro,@client Excellent rapport qualité-prix.,positif,4,fr
AV0595,2026-02-23,mobile,Tablette TabPlus,Excellent rapport qualité-prix. 😊,positif,4,fr
AV0596,2026-06-07,sav,Ordinateur NovaBook,Le produit correspond globalement à la description. !!!,neutre,3,fr
AV0597,2026-01-02,web,Tablette TabPlus,Excellent rapport qualité-prix. #avis,positif,5,fr
AV0598,2026-07-13,réseaux_sociaux,SmartPhone Y,"@client Produit excellent, je suis très satisfait.",positif,5,fr
AV0599,2026-06-27,email,SmartWatch Pro,"Je  recommande  vivement,  tout  fonctionne  parfaitement.",positif,4,fr
AV0600,2026-02-12,web,SmartPhone X,"Produit parfait, rien à signaler. 😊",positif,5,fr
AV0601,2026-06-02,réseaux_sociaux,SmartWatch Pro,Excellent rapport qualité-prix.,positif,5,fr
AV0602,2026-04-02,mobile,SmartPhone Y,La batterie tient vraiment bien et l'écran est superbe. https://example.com/commande/602,positif,5,fr
AV0603,2026-02-27,mobile,SmartPhone Y,Très  déçu  par  ce  produit.,negatif,2,fr
AV0604,2026-02-01,email,Ordinateur NovaBook,"Je viens de recevoir le produit, à voir dans le temps. !!!",neutre,4,fr
AV0605,2026-07-17,réseaux_sociaux,Tablette TabPlus,L'utilisation est assez simple. 😊,neutre,3,fr
AV0606,2026-01-13,web,Écouteurs AirSound,"Très bon produit, la qualité est au rendez-vous.",positif,4,fr
AV0607,2026-05-02,mobile,SmartPhone Y,"Produit parfait, rien à signaler. 😊",positif,4,fr
AV0608,2026-04-18,web,Ordinateur NovaBook,Le produit correspond globalement à la description. 😊,neutre,4,fr
AV0609,2026-05-11,réseaux_sociaux,SmartPhone X,SERVICE CLIENT RÉACTIF ET COMMANDE REÇUE RAPIDEMENT.,positif,5,fr
AV0610,2026-06-05,mobile,SmartWatch Pro,Excellent  rapport  qualité-prix.,positif,4,fr
AV0611,2026-03-17,mobile,SmartPhone X,Produit correct pour son prix. #avis,neutre,3,fr
AV0612,2026-03-02,web,SmartPhone X,@client Excellent rapport qualité-prix.,positif,5,fr
AV0613,2026-02-08,web,Tablette TabPlus,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/613",neutre,3,fr
AV0614,2026-04-27,email,SmartWatch Pro,"Très  bonne  expérience,  simple  et  efficace.",positif,4,fr
AV0615,2026-08-07,email,SmartWatch Pro,Livraison rapide et produit conforme à mes attentes.,positif,4,fr
AV0616,2026-01-25,web,SmartPhone X,L'UTILISATION EST ASSEZ SIMPLE.,neutre,3,fr
AV0617,2026-04-02,sav,Tablette TabPlus,"@client Produit reçu endommagé, je suis mécontent.",negatif,2,fr
AV0618,2026-02-16,web,Écouteurs AirSound,@client La batterie tient vraiment bien et l'écran est superbe.,positif,4,fr
AV0619,2026-06-26,sav,Écouteurs AirSound,"Très bonne expérience, simple et efficace. #avis",positif,5,fr
AV0620,2026-06-28,web,SmartPhone Y,"Très bon produit, la qualité est au rendez-vous. !!!",positif,5,fr
AV0621,2026-02-16,réseaux_sociaux,Écouteurs AirSound,Très satisfait de mon achat 👍 https://example.com/commande/621,positif,5,fr
AV0622,2026-05-04,sav,SmartPhone X,Le produit correspond globalement à la description. !!!,neutre,4,fr
AV0623,2026-03-08,email,SmartPhone X,TRÈS DÉÇU PAR CE PRODUIT.,negatif,2,fr
AV0624,2026-06-21,email,Tablette TabPlus,"Je  viens  de  recevoir  le  produit,  à  voir  dans  le  temps.",neutre,4,fr
AV0625,2026-05-04,email,Ordinateur NovaBook,Service  client  réactif  et  commande  reçue  rapidement.,positif,4,fr
AV0626,2026-08-17,réseaux_sociaux,SmartPhone X,La livraison s'est déroulée normalement.,neutre,3,fr
AV0627,2026-08-07,sav,SmartPhone Y,"Produit parfait, rien à signaler. https://example.com/commande/627",positif,5,fr
AV0628,2026-03-26,email,SmartPhone X,La  batterie  tient  vraiment  bien  et  l'écran  est  superbe.,positif,5,fr
AV0629,2026-01-21,sav,Écouteurs AirSound,Service  client  réactif  et  commande  reçue  rapidement.,positif,5,fr
AV0630,2026-04-25,email,SmartPhone X,Le produit correspond globalement à la description. https://example.com/commande/630,neutre,3,fr
AV0631,2026-04-14,sav,SmartPhone X,TRÈS DÉÇU PAR CE PRODUIT.,negatif,2,fr
AV0632,2026-08-16,réseaux_sociaux,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous. 😊",positif,4,fr
AV0633,2026-07-31,web,SmartPhone Y,@client La batterie tient vraiment bien et l'écran est superbe.,positif,5,fr
AV0634,2026-07-03,email,Ordinateur NovaBook,"Je viens de recevoir le produit, à voir dans le temps. https://example.com/commande/634",neutre,3,fr
AV0635,2026-03-29,email,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement.",positif,4,fr
AV0636,2026-01-12,mobile,Écouteurs AirSound,"MAUVAISE EXPÉRIENCE, JE NE RECOMMANDE PAS.",negatif,2,fr
AV0637,2026-06-06,mobile,SmartPhone Y,"Très bon produit, la qualité est au rendez-vous. 😊",positif,5,fr
AV0638,2026-07-31,mobile,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement. https://example.com/commande/638",positif,5,fr
AV0639,2026-07-17,sav,Écouteurs AirSound,"PRODUIT EXCELLENT, JE SUIS TRÈS SATISFAIT.",positif,5,fr
AV0640,2026-01-02,réseaux_sociaux,Ordinateur NovaBook,La livraison s'est déroulée normalement. https://example.com/commande/640,neutre,4,fr
AV0641,2026-08-25,réseaux_sociaux,SmartPhone Y,,positif,5,fr
AV0642,2026-01-27,sav,Ordinateur NovaBook,La qualité est correcte sans être exceptionnelle. !!!,neutre,3,fr
AV0643,2026-04-18,réseaux_sociaux,Ordinateur NovaBook,"Produit parfait, rien à signaler. #avis",positif,5,fr
AV0644,2026-03-17,sav,SmartPhone Y,@client L'utilisation est assez simple.,neutre,3,fr
AV0645,2026-07-02,réseaux_sociaux,Ordinateur NovaBook,"@client Produit parfait, rien à signaler.",positif,5,fr
AV0646,2026-06-25,email,Ordinateur NovaBook,Très satisfait de mon achat 👍 😊,positif,5,fr
AV0647,2026-06-27,email,Ordinateur NovaBook,"Produit parfait, rien à signaler.",positif,5,fr
AV0648,2026-05-30,réseaux_sociaux,Ordinateur NovaBook,"Produit parfait, rien à signaler. https://example.com/commande/648",positif,5,fr
AV0649,2026-03-15,sav,SmartPhone X,La qualité est correcte sans être exceptionnelle.,neutre,4,fr
AV0650,2026-01-14,web,SmartPhone Y,Service client réactif et commande reçue rapidement. !!!,positif,4,fr
AV0651,2026-02-07,web,Ordinateur NovaBook,"Très bonne expérience, simple et efficace. 😊",positif,5,fr
AV0652,2026-04-02,sav,SmartPhone X,"Je viens de recevoir le produit, à voir dans le temps.",neutre,3,fr
AV0653,2026-03-02,réseaux_sociaux,Ordinateur NovaBook,"Produit parfait, rien à signaler. #avis",positif,5,fr
AV0654,2026-04-17,email,Tablette TabPlus,Service client réactif et commande reçue rapidement. #avis,positif,4,fr
AV0655,2026-08-01,mobile,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement. https://example.com/commande/655",positif,5,fr
AV0656,2026-07-09,réseaux_sociaux,SmartPhone Y,Produit correct pour son prix.,neutre,4,fr
AV0657,2026-02-15,web,SmartPhone Y,Produit correct pour son prix. https://example.com/commande/657,neutre,3,fr
AV0658,2026-01-11,sav,SmartWatch Pro,La batterie se décharge beaucoup trop vite. #avis,negatif,2,fr
AV0659,2026-01-02,email,Écouteurs AirSound,Livraison rapide et produit conforme à mes attentes. 😊,positif,5,fr
AV0660,2026-08-26,email,Tablette TabPlus,Le produit correspond globalement à la description. !!!,neutre,3,fr
AV0661,2026-04-02,web,Ordinateur NovaBook,Excellent rapport qualité-prix.,positif,5,fr
AV0662,2026-01-18,réseaux_sociaux,SmartPhone Y,Livraison rapide et produit conforme à mes attentes.,positif,5,fr
AV0663,2026-02-26,mobile,Ordinateur NovaBook,"@client Très bon produit, la qualité est au rendez-vous.",positif,5,fr
AV0664,2026-07-12,réseaux_sociaux,Tablette TabPlus,"Très  bonne  expérience,  simple  et  efficace.",positif,5,fr
AV0665,2026-04-25,mobile,Ordinateur NovaBook,"@client Très bon produit, la qualité est au rendez-vous.",positif,4,fr
AV0666,2026-04-08,web,Écouteurs AirSound,"Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. Le produit est bien, mais la livraison a été longue. ",positif,5,fr
AV0667,2026-07-30,email,Tablette TabPlus,"Produit excellent, je suis trèèès satisfait.",positif,5,fr
AV0668,2026-03-17,mobile,SmartWatch Pro,L'utilisation est assez simple.,neutre,3,fr
AV0669,2026-05-17,web,Ordinateur NovaBook,Livraison rapide et produit conforme à mes attentes.,positif,4,fr
AV0670,2026-02-22,réseaux_sociaux,Ordinateur NovaBook,SERVICE CLIENT RÉACTIF ET COMMANDE REÇUE RAPIDEMENT.,positif,5,fr
AV0671,2026-07-11,mobile,SmartPhone X,LE SERVICE CLIENT N'A PAS RÉPONDU À MA DEMANDE.,negatif,2,fr
AV0672,2026-01-19,web,SmartPhone Y,"PRODUIT EXCELLENT, JE SUIS TRÈS SATISFAIT.",positif,5,fr
AV0673,2026-08-22,email,Écouteurs AirSound,Le  produit  correspond  globalement  à  la  description.,neutre,4,fr
AV0674,2026-01-05,sav,Ordinateur NovaBook,@client Service client réactif et commande reçue rapidement.,positif,5,fr
AV0675,2026-07-13,réseaux_sociaux,SmartPhone X,TRÈS SATISFAIT DE MON ACHAT 👍,positif,4,fr
AV0676,2026-01-28,email,Ordinateur NovaBook,Produit correct pour son prix.,neutre,3,fr
AV0677,2026-04-08,sav,Ordinateur NovaBook,"Très bonne expérience, simple et efficace. https://example.com/commande/677",positif,4,fr
AV0678,2026-02-04,sav,Tablette TabPlus,"Produit  parfait,  rien  à  signaler.",positif,5,fr
AV0679,2026-01-03,réseaux_sociaux,Tablette TabPlus,"@client Très bonne expérience, simple et efficace.",positif,5,fr
AV0680,2026-05-18,réseaux_sociaux,SmartPhone X,"Produit excellent, je suis très satisfait. #avis",positif,4,fr
AV0681,2026-08-20,réseaux_sociaux,SmartPhone Y,"Je recommande vivement, tout fonctionne parfaitement. #avis",positif,5,fr
AV0682,2026-02-19,web,SmartPhone Y,Très satisfait de mon achat 👍 😊,positif,5,fr
AV0683,2026-04-29,réseaux_sociaux,SmartPhone X,Le produit correspond globalement à la description.,neutre,4,fr
AV0684,2026-02-20,réseaux_sociaux,Écouteurs AirSound,"TRÈS BONNE EXPÉRIENCE, SIMPLE ET EFFICACE.",positif,4,fr
AV0685,2026-01-26,email,Tablette TabPlus,"Produit  reçu  endommagé,  je  suis  mécontent.",negatif,2,fr
AV0686,2026-04-26,email,Tablette TabPlus,La batterie tient vraiment bien et l'écran est superbe. https://example.com/commande/686,positif,5,fr
AV0687,2026-05-25,réseaux_sociaux,SmartWatch Pro,"Je viens de recevoir le produit, à voir dans le temps. !!!",neutre,4,fr
AV0688,2026-03-22,mobile,SmartPhone Y,La livraison s'est déroulée normalement.,neutre,3,fr
AV0689,2026-08-04,email,SmartPhone Y,L'utilisation est assez simple. 😊,neutre,4,fr
AV0690,2026-04-25,email,SmartWatch Pro,L'utilisation est assez simple. https://example.com/commande/690,neutre,3,fr
AV0691,2026-08-04,email,SmartPhone Y,LIVRAISON RAPIDE ET PRODUIT CONFORME À MES ATTENTES.,positif,4,fr
AV0692,2026-07-06,web,SmartPhone X,LE PRODUIT NE FONCTIONNE DÉJÀ PLUS.,negatif,1,fr
AV0693,2026-07-16,réseaux_sociaux,SmartPhone Y,Le produit correspond globalement à la description. #avis,neutre,4,fr
AV0694,2026-08-17,réseaux_sociaux,Écouteurs AirSound,Le produit ne fonctionne déjà plus.,negatif,2,fr
AV0695,2026-02-27,réseaux_sociaux,Ordinateur NovaBook,Produit correct pour son prix. #avis,neutre,3,fr
AV0696,2026-05-11,web,Écouteurs AirSound,Qualité décevante pour ce prix.,negatif,1,fr
AV0697,2026-07-13,réseaux_sociaux,SmartPhone Y,"Je recommande vivement, tout fonctionne parfaitement. !!!",positif,4,fr
AV0698,2026-07-08,sav,SmartWatch Pro,Très satisfait de mon achat 👍 !!!,positif,5,fr
AV0699,2026-03-09,email,SmartPhone Y,"JE RECOMMANDE VIVEMENT, TOUT FONCTIONNE PARFAITEMENT.",positif,5,fr
AV0700,2026-04-10,sav,Écouteurs AirSound,"Très bon produit, je recommande.",positif,5,fr
AV0701,2026-06-30,réseaux_sociaux,Ordinateur NovaBook,"MAUVAISE EXPÉRIENCE, JE NE RECOMMANDE PAS.",negatif,1,fr
AV0702,2026-05-26,mobile,Écouteurs AirSound,Produit correct pour son prix.,neutre,4,fr
AV0703,2026-05-13,email,Écouteurs AirSound,"JE VIENS DE RECEVOIR LE PRODUIT, À VOIR DANS LE TEMPS.",neutre,3,fr
AV0704,2026-07-29,email,Écouteurs AirSound,@client Le service client n'a pas répondu à ma demande.,negatif,1,fr
AV0705,2026-08-14,mobile,Écouteurs AirSound,Le produit correspond globalement à la description.,neutre,4,fr
AV0706,2026-02-24,mobile,SmartPhone Y,"Produit parfait, rien à signaler. 😊",positif,4,fr
AV0707,2026-07-27,email,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement. #avis",positif,4,fr
AV0708,2026-06-01,mobile,Ordinateur NovaBook,Excellent  rapport  qualité-prix.,positif,5,fr
AV0709,2026-02-02,réseaux_sociaux,Tablette TabPlus,La livraison s'est déroulée normalement.,neutre,3,fr
AV0710,2026-01-15,mobile,SmartWatch Pro,Très satisfait de mon achat 👍 !!!,positif,4,fr
AV0711,2026-08-13,email,SmartPhone X,Le service client n'a pas répondu à ma demande.,negatif,2,fr
AV0712,2026-02-26,sav,Tablette TabPlus,Excellent rapport qualité-prix. !!!,positif,5,fr
AV0713,2026-03-09,mobile,Ordinateur NovaBook,Très satisfait de mon achat 👍,positif,5,fr
AV0714,2026-02-28,sav,Écouteurs AirSound,"JE VIENS DE RECEVOIR LE PRODUIT, À VOIR DANS LE TEMPS.",neutre,3,fr
AV0715,2026-08-09,réseaux_sociaux,Ordinateur NovaBook,"Je recommande vivement, tout fonctionne parfaitement.",positif,4,fr
AV0716,2026-02-15,sav,Tablette TabPlus,TRÈS SATISFAIT DE MON ACHAT 👍,positif,5,fr
AV0717,2026-06-18,mobile,Tablette TabPlus,"Très bon produit, la qualité est au rendez-vous. https://example.com/commande/717",positif,4,fr
AV0718,2026-04-18,email,SmartPhone X,Service client réactif et commande reçue rapidement.,positif,4,fr
AV0719,2026-07-22,sav,SmartWatch Pro,La livraison s'est déroulée normalement. https://example.com/commande/719,neutre,3,fr
AV0720,2026-03-07,sav,SmartPhone Y,Service client réactif et commande reçue rapidement. !!!,positif,4,fr
